,Country,variable,value
982,Armenia,1998,3.6
983,Australia,1998,378.07
984,Austria,1998,51.2
985,Belarus,1998,24.49
986,Belgium,1998,115.49
987,Bosnia and Herzegovina,1998,14.02
988,Bulgaria,1998,28.83
989,Croatia,1998,17.62
990,Cyprus,1998,6.48
991,Czech Republic,1998,109.48
992,Denmark,1998,60.08
993,Estonia,1998,14.59
994,Finland,1998,26.22
995,France,1998,356.3
996,Germany,1998,812.12
997,Greece,1998,86.2
998,Hungary,1998,58.98
999,Iceland,1998,2.17
1000,Ireland,1998,36.2
1001,Italy,1998,391.85
1002,Latvia,1998,4.72
1003,Libya,1998,39.9
1004,Lithuania,1998,15.35
1005,Luxembourg,1998,6.95
1006,Malta,1998,2.37
1007,Moldova,1998,8.35
1008,Montenegro,1998,0.34
1009,Netherlands,1998,168.37
1010,Norway,1998,22.47
1011,Poland,1998,305.04
1012,Portugal,1998,57.06
1013,Romania,1998,100.09
1014,Russia,1998,1043.96
1015,Serbia,1998,54.38
1016,Slovakia,1998,31.97
1017,Slovenia,1998,6.1
1018,Spain,1998,213.54
1019,Sweden,1998,60.26
1020,Switzerland,1998,42.78
1021,Turkey,1998,176.91
1022,Ukraine,1998,260.74
1023,United Kingdom,1998,514.07
1024,Azerbaijan,1998,37.81
1025,Georgia,1998,13.28
1026,Israel,1998,51.48
1027,Morocco,1998,26.15
1028,Macedonia,1998,9.88
1029,Albania,1997,1.67
1030,Andorra,1997,0.47
1031,Armenia,1997,3.47
1032,Australia,1997,357.18
1033,Austria,1997,50.75
1034,Belarus,1997,26.24
1035,Belgium,1997,112.72
1036,Bosnia and Herzegovina,1997,11.75
1037,Bulgaria,1997,31.61
1038,Croatia,1997,16.2
1039,Cyprus,1997,6.18
1040,Czech Republic,1997,115.35
1041,Denmark,1997,64.06
1042,Estonia,1997,15.09
1043,Finland,1997,29.53
1044,France,1997,334.26
1045,Germany,1997,819.93
1046,Greece,1997,82.84
1047,Hungary,1997,58.62
1048,Iceland,1997,2.17
1049,Ireland,1997,33.68
1050,Italy,1997,381.0
1051,Latvia,1997,4.34
1052,Libya,1997,38.94
1053,Lithuania,1997,14.57
1054,Luxembourg,1997,7.63
1055,Malta,1997,2.47
1056,Moldova,1997,9.28
1057,Montenegro,1997,0.34
1058,Netherlands,1997,167.94
1059,Norway,1997,20.75
1060,Poland,1997,331.29
1061,Portugal,1997,52.39
1062,Romania,1997,114.12
1063,Russia,1997,1052.5
1064,Serbia,1997,54.36
1065,Slovakia,1997,32.84
1066,Slovenia,1997,6.32
1067,Spain,1997,205.91
1068,Sweden,1997,59.26
1069,Switzerland,1997,41.28
1070,Turkey,1997,176.65
1071,Ukraine,1997,279.68
1072,United Kingdom,1997,511.37
1073,Azerbaijan,1997,37.89
1074,Georgia,1997,12.75
1075,Israel,1997,50.94
1076,Morocco,1997,25.43
1077,Macedonia,1997,9.04
1078,Albania,1996,2.16
1079,Andorra,1996,0.45
1080,Armenia,1996,2.71
1081,Australia,1996,349.99
1082,Austria,1996,51.43
1083,Belarus,1996,25.62
1084,Belgium,1996,115.53
1085,Bosnia and Herzegovina,1996,7.44
1086,Bulgaria,1996,33.3
1087,Croatia,1996,14.49
1088,Cyprus,1996,6.09
1089,Czech Republic,1996,117.3
1090,Denmark,1996,73.65
1091,Estonia,1996,15.46
1092,Finland,1996,31.47
1093,France,1996,343.1
1094,Germany,1996,851.78
1095,Greece,1996,81.83
1096,Hungary,1996,60.1
1097,Iceland,1996,2.28
1098,Ireland,1996,32.51
1099,Italy,1996,377.63
1100,Latvia,1996,3.87
1101,Libya,1996,39.4
1102,Lithuania,1996,14.89
1103,Luxembourg,1996,8.12
1104,Malta,1996,2.32
1105,Moldova,1996,10.1
1106,Montenegro,1996,0.34
1107,Netherlands,1996,175.38
1108,Norway,1996,18.99
1109,Poland,1996,342.0
1110,Portugal,1996,50.2
1111,Romania,1996,124.65
1112,Russia,1996,1159.83
1113,Serbia,1996,49.78
1114,Slovakia,1996,32.74
1115,Slovenia,1996,5.89
1116,Spain,1996,187.41
1117,Sweden,1996,65.52
1118,Switzerland,1996,42.54
1119,Turkey,1996,168.5
1120,Ukraine,1996,297.56
1121,United Kingdom,1996,533.7
1122,Azerbaijan,1996,38.8
1123,Georgia,1996,11.9
1124,Israel,1996,48.71
1125,Morocco,1996,23.99
1126,Macedonia,1996,10.11
1127,Albania,1995,2.14
1128,Andorra,1995,0.43
1129,Armenia,1995,3.64
1130,Australia,1995,339.4
1131,Austria,1995,47.71
1132,Belarus,1995,24.64
1133,Belgium,1995,110.65
1134,Bosnia and Herzegovina,1995,6.63
1135,Bulgaria,1995,32.94
1136,Croatia,1995,14.55
1137,Cyprus,1995,5.73
1138,Czech Republic,1995,115.74
1139,Denmark,1995,60.26
1140,Estonia,1995,14.48
1141,Finland,1995,24.98
1142,France,1995,327.43
1143,Germany,1995,822.15
1144,Greece,1995,81.91
1145,Hungary,1995,59.07
1146,Iceland,1995,2.02
1147,Ireland,1995,31.05
1148,Italy,1995,381.89
1149,Latvia,1995,3.89
1150,Libya,1995,37.49
1151,Lithuania,1995,14.42
1152,Luxembourg,1995,8.04
1153,Malta,1995,2.38
1154,Moldova,1995,11.84
1155,Montenegro,1995,0.34
1156,Netherlands,1995,165.81
1157,Norway,1995,18.05
1158,Poland,1995,326.79
1159,Portugal,1995,52.16
1160,Romania,1995,121.43
1161,Russia,1995,1190.39
1162,Serbia,1995,42.42
1163,Slovakia,1995,32.94
1164,Slovenia,1995,5.07
1165,Spain,1995,197.88
1166,Sweden,1995,60.1
1167,Switzerland,1995,41.98
1168,Turkey,1995,151.32
1169,Ukraine,1995,350.76
1170,United Kingdom,1995,513.33
1171,Azerbaijan,1995,44.19
1172,Georgia,1995,10.09
1173,Israel,1995,46.75
1174,Morocco,1995,24.3
1175,Macedonia,1995,8.57
1176,Albania,1994,2.33
1177,Andorra,1994,0.41
1178,Armenia,1994,2.87
1179,Australia,1994,329.03
1180,Austria,1994,44.81
1181,Belarus,1994,31.66
1182,Belgium,1994,110.99
1183,Bosnia and Herzegovina,1994,6.42
1184,Bulgaria,1994,31.76
1185,Croatia,1994,13.98
1186,Cyprus,1994,5.86
1187,Czech Republic,1994,115.27
1188,Denmark,1994,63.53
1189,Estonia,1994,16.08
1190,Finland,1994,28.8
1191,France,1994,319.62
1192,Germany,1994,824.87
1193,Greece,1994,78.81
1194,Hungary,1994,59.41
1195,Iceland,1994,2.11
1196,Ireland,1994,30.45
1197,Italy,1994,357.76
1198,Latvia,1994,2.74
1199,Libya,1994,35.91
1200,Lithuania,1994,15.5
1201,Luxembourg,1994,10.2
1202,Malta,1994,2.51
1203,Moldova,1994,13.83
1204,Montenegro,1994,0.34
1205,Netherlands,1994,158.9
1206,Norway,1994,18.63
1207,Poland,1994,326.6
1208,Portugal,1994,48.77
1209,Romania,1994,115.79
1210,Russia,1994,1238.41
1211,Serbia,1994,36.73
1212,Slovakia,1994,32.27
1213,Slovenia,1994,4.2
1214,Spain,1994,185.76
1215,Sweden,1994,60.35
1216,Switzerland,1994,41.13
1217,Turkey,1994,136.99
1218,Ukraine,1994,367.14
1219,United Kingdom,1994,524.43
1220,Azerbaijan,1994,46.0
1221,Georgia,1994,7.82
1222,Israel,1994,43.34
1223,Morocco,1994,23.24
1224,Macedonia,1994,8.59
1225,Albania,1993,2.26
1226,Andorra,1993,0.41
1227,Armenia,1993,5.17
1228,Australia,1993,322.72
1229,Austria,1993,44.33
1230,Belarus,1993,43.24
1231,Belgium,1993,106.19
1232,Bosnia and Herzegovina,1993,16.66
1233,Bulgaria,1993,33.91
1234,Croatia,1993,14.64
1235,Cyprus,1993,5.62
1236,Czech Republic,1993,121.54
1237,Denmark,1993,59.63
1238,Estonia,1993,16.52
1239,Finland,1993,22.34
1240,France,1993,324.68
1241,Germany,1993,836.08
1242,Greece,1993,77.17
1243,Hungary,1993,60.01
1244,Iceland,1993,2.0
1245,Ireland,1993,29.26
1246,Italy,1993,362.41
1247,Latvia,1993,1.2
1248,Libya,1993,30.84
1249,Lithuania,1993,16.42
1250,Luxembourg,1993,11.03
1251,Malta,1993,2.81
1252,Moldova,1993,17.11
1253,Montenegro,1993,0.34
1254,Netherlands,1993,159.74
1255,Norway,1993,16.98
1256,Poland,1993,330.86
1257,Portugal,1993,47.26
1258,Romania,1993,118.34
1259,Russia,1993,1447.33
1260,Serbia,1993,40.3
1261,Slovakia,1993,34.89
1262,Slovenia,1993,4.16
1263,Spain,1993,175.41
1264,Sweden,1993,58.36
1265,Switzerland,1993,41.99
1266,Turkey,1993,138.69
1267,Ukraine,1993,450.79
1268,United Kingdom,1993,529.56
1269,Azerbaijan,1993,51.94
1270,Georgia,1993,2.17
1271,Israel,1993,40.48
1272,Morocco,1993,21.08
1273,Macedonia,1993,8.89
1274,Albania,1992,2.43
1275,Andorra,1992,0.41
1276,Armenia,1992,11.02
1277,Australia,1992,318.72
1278,Austria,1992,44.19
1279,Belarus,1992,54.78
1280,Belgium,1992,108.42
1281,Bosnia and Herzegovina,1992,19.22
1282,Bulgaria,1992,33.38
1283,Croatia,1992,14.1
1284,Cyprus,1992,5.36
1285,Czech Republic,1992,124.7
1286,Denmark,1992,57.35
1287,Estonia,1992,21.97
1288,Finland,1992,21.15
1289,France,1992,343.81
1290,Germany,1992,841.83
1291,Greece,1992,77.25
1292,Hungary,1992,59.63
1293,Iceland,1992,1.96
1294,Ireland,1992,29.13
1295,Italy,1992,367.75
1296,Latvia,1992,1.01
1297,Libya,1992,30.3
1298,Lithuania,1992,20.67
1299,Luxembourg,1992,10.83
1300,Malta,1992,2.17
1301,Moldova,1992,20.02
1302,Montenegro,1992,0.34
1303,Netherlands,1992,154.74
1304,Norway,1992,15.4
1305,Poland,1992,330.22
1306,Portugal,1992,48.24
1307,Romania,1992,126.69
1308,Russia,1992,1630.98
1309,Serbia,1992,45.99
1310,Slovakia,1992,36.66
1311,Slovenia,1992,3.42
1312,Spain,1992,189.79
1313,Sweden,1992,58.61
1314,Switzerland,1992,44.25
1315,Turkey,1992,132.88
1316,Ukraine,1992,526.12
1317,United Kingdom,1992,542.02
1318,Azerbaijan,1992,43.05
1319,Georgia,1992,1.81
1320,Israel,1992,36.83
1321,Morocco,1992,20.37
1322,Macedonia,1992,8.59
1323,Albania,1991,4.3
1324,Andorra,1991,0.41
1325,Armenia,1991,20.82
1326,Australia,1991,315.07
1327,Austria,1991,48.95
1328,Belarus,1991,63.29
1329,Belgium,1991,110.05
1330,Bosnia and Herzegovina,1991,24.7
1331,Bulgaria,1991,36.85
1332,Croatia,1991,13.78
1333,Cyprus,1991,5.0
1334,Czech Republic,1991,127.46
1335,Denmark,1991,63.07
1336,Estonia,1991,29.58
1337,Finland,1991,24.01
1338,France,1991,355.84
1339,Germany,1991,881.44
1340,Greece,1991,74.89
1341,Hungary,1991,66.18
1342,Iceland,1991,1.93
1343,Ireland,1991,29.05
1344,Italy,1991,369.55
1345,Latvia,1991,4.27
1346,Libya,1991,33.32
1347,Lithuania,1991,34.96
1348,Luxembourg,1991,11.14
1349,Malta,1991,2.21
1350,Moldova,1991,24.3
1351,Montenegro,1991,0.34
1352,Netherlands,1991,155.95
1353,Norway,1991,12.21
1354,Poland,1991,338.47
1355,Portugal,1991,44.23
1356,Romania,1991,143.08
1357,Russia,1991,1766.89
1358,Serbia,1991,49.29
1359,Slovakia,1991,38.5
1360,Slovenia,1991,3.34
1361,Spain,1991,179.52
1362,Sweden,1991,56.1
1363,Switzerland,1991,44.21
1364,Turkey,1991,126.88
1365,Ukraine,1991,603.4
1366,United Kingdom,1991,559.38
1367,Azerbaijan,1991,65.45
1368,Georgia,1991,7.24
1369,Israel,1991,34.5
1370,Morocco,1991,18.56
1371,Macedonia,1991,8.38
1372,Albania,1990,6.24
1373,Andorra,1990,0.41
1374,Armenia,1990,19.98
1375,Australia,1990,313.95
1376,Austria,1990,44.8
1377,Belarus,1990,66.9
1378,Belgium,1990,105.4
1379,Bosnia and Herzegovina,1990,27.22
1380,Bulgaria,1990,51.81
1381,Croatia,1990,19.48
1382,Cyprus,1990,4.49
1383,Czech Republic,1990,140.76
1384,Denmark,1990,52.43
1385,Estonia,1990,33.23
1386,Finland,1990,23.44
1387,France,1990,331.69
1388,Germany,1990,904.38
1389,Greece,1990,74.69
1390,Hungary,1990,69.04
1391,Iceland,1990,1.96
1392,Ireland,1990,28.53
1393,Italy,1990,370.74
1394,Latvia,1990,5.84
1395,Libya,1990,36.09
1396,Lithuania,1990,32.89
1397,Luxembourg,1990,10.68
1398,Malta,1990,2.31
1399,Moldova,1990,30.23
1400,Montenegro,1990,0.34
1401,Netherlands,1990,149.83
1402,Norway,1990,14.15
1403,Poland,1990,337.06
1404,Portugal,1990,42.53
1405,Romania,1990,173.34
1406,Russia,1990,1790.34
1407,Serbia,1990,58.99
1408,Slovakia,1990,45.38
1409,Slovenia,1990,4.13
1410,Spain,1990,172.32
1411,Sweden,1990,55.21
1412,Switzerland,1990,41.87
1413,Turkey,1990,122.28
1414,Ukraine,1990,640.09
1415,United Kingdom,1990,545.73
1416,Azerbaijan,1990,55.94
1417,Georgia,1990,15.22
1418,Israel,1990,33.78
1419,Morocco,1990,16.83
1420,Macedonia,1990,8.59
